# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.0
# Generated: 2006-08-15, 04:35:21 GMT
# Checkin: $Revision: 1.11 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Armenian; Cherokee: [հ]

0570          ; Armn; Cher; L #      (հ)  ARMENIAN SMALL LETTER HO
0110..0111    ; Latn; Cans; A #  [2] (Đ..đ)  LATIN CAPITAL LETTER D WITH STROKE..LATIN SMALL LETTER D WITH STROKE
0126          ; Latn; Cans; A #      (Ħ)  LATIN CAPITAL LETTER H WITH STROKE
0141..0142    ; Latn; Cans; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0181..0184    ; Latn; Cans; A #  [4] (Ɓ..Ƅ)  LATIN CAPITAL LETTER B WITH HOOK..LATIN CAPITAL LETTER TONE SIX
0189..018A    ; Latn; Cans; A #  [2] (Ɖ..Ɗ)  LATIN CAPITAL LETTER AFRICAN D..LATIN CAPITAL LETTER D WITH HOOK
018C          ; Latn; Cans; A #      (ƌ)  LATIN SMALL LETTER D WITH TOPBAR
0191          ; Latn; Cans; A #      (Ƒ)  LATIN CAPITAL LETTER F WITH HOOK
0196..0197    ; Latn; Cans; A #  [2] (Ɩ..Ɨ)  LATIN CAPITAL LETTER IOTA..LATIN CAPITAL LETTER I WITH STROKE
019A          ; Latn; Cans; A #      (ƚ)  LATIN SMALL LETTER L WITH BAR
01A4..01A6    ; Latn; Cans; A #  [3] (Ƥ..Ʀ)  LATIN CAPITAL LETTER P WITH HOOK..LATIN LETTER YR
0253          ; Latn; Cans; A #      (ɓ)  LATIN SMALL LETTER B WITH HOOK
0256..0257    ; Latn; Cans; A #  [2] (ɖ..ɗ)  LATIN SMALL LETTER D WITH TAIL..LATIN SMALL LETTER D WITH HOOK
026F          ; Latn; Cans; A #      (ɯ)  LATIN SMALL LETTER TURNED M

# Total code points: 42

# Malayalam; Armenian: [ംഠ]

0D02          ; Mlym; Armn; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Armn; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 2

# Malayalam; Bengali: [ഠ]

0D20          ; Mlym; Beng; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Cherokee: [ഠ]

0D20          ; Mlym; Cher; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Cyrillic: [ംഠ]

0D02          ; Mlym; Cyrl; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Cyrl; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 2

# Malayalam; Devanagari: [ം]

0D02          ; Mlym; Deva; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Greek: [ംഠ]

0D02          ; Mlym; Grek; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Grek; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 2

# Malayalam; Gujarati: [ം]

0D02          ; Mlym; Gujr; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Gurmukhi: [ം]

0D02          ; Mlym; Guru; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Han: [ഠ]

0D20          ; Mlym; Hani; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Kannada: [ം]

0D02          ; Mlym; Knda; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Lao: [ം]

0D02          ; Mlym; Laoo; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Latin: [ംഠ]

0D02          ; Mlym; Latn; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Latn; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 2

# Malayalam; Mongolian: [ഠ]

0D20          ; Mlym; Mong; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Myanmar: [ം]

0D02          ; Mlym; Mymr; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Oriya: [ഠ]

0D20          ; Mlym; Orya; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Sinhala: [ന്]

0D28          ; Mlym; Sinh; A #      (ന)  MALAYALAM LETTER NA
0D4D          ; Mlym; Sinh; A #      (്)  MALAYALAM SIGN VIRAMA

# Total code points: 2

# Malayalam; Tamil: [ഉജണഴി-ൃ]

0D09          ; Mlym; Taml; A #      (ഉ)  MALAYALAM LETTER U
0D1C          ; Mlym; Taml; A #      (ജ)  MALAYALAM LETTER JA
0D23          ; Mlym; Taml; A #      (ണ)  MALAYALAM LETTER NNA
0D34          ; Mlym; Taml; A #      (ഴ)  MALAYALAM LETTER LLLA
0D3F..0D43    ; Mlym; Taml; A #  [5] (ി..ൃ)  MALAYALAM VOWEL SIGN I..MALAYALAM VOWEL SIGN VOCALIC R

# Total code points: 9

# Malayalam; Telugu: [ം]

0D02          ; Mlym; Telu; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Malayalam; Thai: [ം]

0D02          ; Mlym; Thai; A #      (ം)  MALAYALAM SIGN ANUSVARA

# Total code points: 1

# Mongolian; Armenian: [᠐]

1810          ; Mong; Armn; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Bengali: [᠐]

1810          ; Mong; Beng; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Cherokee: [᠐]

1810          ; Mong; Cher; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Cyrillic: [᠐]

1810          ; Mong; Cyrl; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Greek: [᠐]

1810          ; Mong; Grek; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Han: [᠐]

1810          ; Mong; Hani; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Latin: [᠐]

1810          ; Mong; Latn; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Malayalam: [᠐]

1810          ; Mong; Mlym; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Mongolian; Oriya: [᠐]

1810          ; Mong; Orya; A #      (᠐)  MONGOLIAN DIGIT ZERO

# Total code points: 1

# Myanmar; Armenian: [ဝ၀]

101D          ; Mymr; Armn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Armn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Cyrillic: [ဝ၀]

101D          ; Mymr; Cyrl; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Cyrl; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Devanagari: [ဝ၀]

101D          ; Mymr; Deva; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Deva; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Greek: [ဝ၀]

101D          ; Mymr; Grek; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Grek; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gujarati: [ဝ၀]

101D          ; Mymr; Gujr; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Gujr; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gurmukhi: [ဝ၀]

101D          ; Mymr; Guru; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Guru; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Hebrew: [ံ]

1036          ; Mymr; Hebr; A #      (ံ)  MYANMAR SIGN ANUSVARA

# Total code points: 1

# Myanmar; Kannada: [ဝ၀]

101D          ; Mymr; Knda; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Knda; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Khmer: [ံ]

1036          ; Mymr; Khmr; A #      (ံ)  MYANMAR SIGN ANUSVARA

# Total code points: 1

# Myanmar; Lao: [ဝံ၀]

101D          ; Mymr; Laoo; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Laoo; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Laoo; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Latin: [ဝ၀]

101D          ; Mymr; Latn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Latn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Malayalam: [ဝ၀]

101D          ; Mymr; Mlym; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Mlym; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Tamil: [ံ]

1036          ; Mymr; Taml; A #      (ံ)  MYANMAR SIGN ANUSVARA

# Total code points: 1

# Myanmar; Telugu: [ဝ၀]

101D          ; Mymr; Telu; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Telu; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Thai: [ဝံ၀]

101D          ; Mymr; Thai; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Thai; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Thai; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Oriya; Armenian: [୦]

0B66          ; Orya; Armn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Bengali: [ଃ଼୦୨]

0B03          ; Orya; Beng; A #      (ଃ)  ORIYA SIGN VISARGA
0B3C          ; Orya; Beng; A #      (଼)  ORIYA SIGN NUKTA
0B66          ; Orya; Beng; A #      (୦)  ORIYA DIGIT ZERO
0B68          ; Orya; Beng; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 4

# Oriya; Cherokee: [୦]

0B66          ; Orya; Cher; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Cyrillic: [୦]

0B66          ; Orya; Cyrl; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Devanagari: [଼]

0B3C          ; Orya; Deva; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 1

# Oriya; Greek: [୦]

0B66          ; Orya; Grek; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Gujarati: [଼]

0B3C          ; Orya; Gujr; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 1

# Oriya; Gurmukhi: [ଃ଼୨]

0B03          ; Orya; Guru; A #      (ଃ)  ORIYA SIGN VISARGA
0B3C          ; Orya; Guru; A #      (଼)  ORIYA SIGN NUKTA
0B68          ; Orya; Guru; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 3

# Oriya; Han: [୦]

0B66          ; Orya; Hani; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Latin: [ଃ୦]

0B03          ; Orya; Latn; A #      (ଃ)  ORIYA SIGN VISARGA
0B66          ; Orya; Latn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Malayalam: [୦]

0B66          ; Orya; Mlym; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Oriya; Mongolian: [୦]

0B66          ; Orya; Mong; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 1

# Sinhala; Malayalam: [ඌ]

0D8C          ; Sinh; Mlym; A #      (ඌ)  SINHALA LETTER UUYANNA

# Total code points: 1

# Tamil; Devanagari: [்]

0BCD          ; Taml; Deva; A #      (்)  TAMIL SIGN VIRAMA

# Total code points: 1

# Tamil; Gujarati: [்]

0BCD          ; Taml; Gujr; A #      (்)  TAMIL SIGN VIRAMA

# Total code points: 1

# Tamil; Gurmukhi: [்]

0BCD          ; Taml; Guru; A #      (்)  TAMIL SIGN VIRAMA

# Total code points: 1

# Tamil; Hebrew: [ஂ்]

0B82          ; Taml; Hebr; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BCD          ; Taml; Hebr; A #      (்)  TAMIL SIGN VIRAMA

# Total code points: 2

# Tamil; Khmer: [ஂ]

0B82          ; Taml; Khmr; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Tamil; Lao: [ஂ]

0B82          ; Taml; Laoo; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Tamil; Malayalam: [உஐஜணழிூ௨]

0B89          ; Taml; Mlym; A #      (உ)  TAMIL LETTER U
0B90          ; Taml; Mlym; A #      (ஐ)  TAMIL LETTER AI
0B9C          ; Taml; Mlym; A #      (ஜ)  TAMIL LETTER JA
0BA3          ; Taml; Mlym; A #      (ண)  TAMIL LETTER NNA
0BB4          ; Taml; Mlym; A #      (ழ)  TAMIL LETTER LLLA
0BBF          ; Taml; Mlym; A #      (ி)  TAMIL VOWEL SIGN I
0BC2          ; Taml; Mlym; A #      (ூ)  TAMIL VOWEL SIGN UU
0BE8          ; Taml; Mlym; A #      (௨)  TAMIL DIGIT TWO

# Total code points: 8

# Tamil; Myanmar: [ஂ]

0B82          ; Taml; Mymr; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Tamil; Thai: [ஂ]

0B82          ; Taml; Thai; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Telugu; Armenian: [ం౦]

0C02          ; Telu; Armn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Armn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Cyrillic: [ం౦]

0C02          ; Telu; Cyrl; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Cyrl; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Devanagari: [ం౦]

0C02          ; Telu; Deva; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Deva; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Greek: [ం౦]

0C02          ; Telu; Grek; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Grek; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gujarati: [ం౦]

0C02          ; Telu; Gujr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Gujr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gurmukhi: [ం౦]

0C02          ; Telu; Guru; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Guru; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Kannada: [ంఃఅ-ఇఒ-ఔజఞణయఱలౌౕ౦-౨౯]

0C02..0C03    ; Telu; Knda; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C05..0C07    ; Telu; Knda; A #  [3] (అ..ఇ)  TELUGU LETTER A..TELUGU LETTER I
0C12..0C14    ; Telu; Knda; A #  [3] (ఒ..ఔ)  TELUGU LETTER O..TELUGU LETTER AU
0C1C          ; Telu; Knda; A #      (జ)  TELUGU LETTER JA
0C1E          ; Telu; Knda; A #      (ఞ)  TELUGU LETTER NYA
0C23          ; Telu; Knda; A #      (ణ)  TELUGU LETTER NNA
0C2F          ; Telu; Knda; A #      (య)  TELUGU LETTER YA
0C31..0C32    ; Telu; Knda; A #  [2] (ఱ..ల)  TELUGU LETTER RRA..TELUGU LETTER LA
0C4C          ; Telu; Knda; A #      (ౌ)  TELUGU VOWEL SIGN AU
0C55          ; Telu; Knda; A #      (ౕ)  TELUGU LENGTH MARK
0C66..0C68    ; Telu; Knda; A #  [3] (౦..౨)  TELUGU DIGIT ZERO..TELUGU DIGIT TWO
0C6F          ; Telu; Knda; A #      (౯)  TELUGU DIGIT NINE

# Total code points: 20

# Telugu; Lao: [ం౦]

0C02          ; Telu; Laoo; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Laoo; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Latin: [ం౦]

0C02          ; Telu; Latn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Latn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Malayalam: [ం౦]

0C02          ; Telu; Mlym; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Mlym; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Myanmar: [ం౦]

0C02          ; Telu; Mymr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Mymr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Thai: [ం౦]

0C02          ; Telu; Thai; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Thai; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Thai; Armenian: [๐]

0E50          ; Thai; Armn; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Cyrillic: [๐]

0E50          ; Thai; Cyrl; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Devanagari: [๐]

0E50          ; Thai; Deva; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Greek: [๐]

0E50          ; Thai; Grek; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gujarati: [๐]

0E50          ; Thai; Gujr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gurmukhi: [๐]

0E50          ; Thai; Guru; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Hebrew: [ํ]

0E4D          ; Thai; Hebr; A #      (ํ)  THAI CHARACTER NIKHAHIT

# Total code points: 1

# Thai; Kannada: [๐]

0E50          ; Thai; Knda; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Khmer: [ิ-ื่ํ]

0E34..0E37    ; Thai; Khmr; A #  [4] (ิ..ื)  THAI CHARACTER SARA I..THAI CHARACTER SARA UEE
0E48          ; Thai; Khmr; A #      (่)  THAI CHARACTER MAI EK
0E4D          ; Thai; Khmr; A #      (ํ)  THAI CHARACTER NIKHAHIT

# Total code points: 6

# Thai; Lao: [จบปฝ-ฟยุู่-๋ํ๐]

0E08          ; Thai; Laoo; A #      (จ)  THAI CHARACTER CHO CHAN
0E1A..0E1B    ; Thai; Laoo; A #  [2] (บ..ป)  THAI CHARACTER BO BAIMAI..THAI CHARACTER PO PLA
0E1D..0E1F    ; Thai; Laoo; A #  [3] (ฝ..ฟ)  THAI CHARACTER FO FA..THAI CHARACTER FO FAN
0E22          ; Thai; Laoo; A #      (ย)  THAI CHARACTER YO YAK
0E38..0E39    ; Thai; Laoo; A #  [2] (ุ..ู)  THAI CHARACTER SARA U..THAI CHARACTER SARA UU
0E48..0E4B    ; Thai; Laoo; A #  [4] (่..๋)  THAI CHARACTER MAI EK..THAI CHARACTER MAI CHATTAWA
0E4D          ; Thai; Laoo; A #      (ํ)  THAI CHARACTER NIKHAHIT
0E50          ; Thai; Laoo; A #      (๐)  THAI DIGIT ZERO

# Total code points: 15

# Thai; Latin: [๐]

0E50          ; Thai; Latn; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Malayalam: [๐]

0E50          ; Thai; Mlym; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Myanmar: [ํ๐]

0E4D          ; Thai; Mymr; A #      (ํ)  THAI CHARACTER NIKHAHIT
0E50          ; Thai; Mymr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 2

# Thai; Tamil: [ํ]

0E4D          ; Thai; Taml; A #      (ํ)  THAI CHARACTER NIKHAHIT

# Total code points: 1

# Thai; Telugu: [๐]

0E50          ; Thai; Telu; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Canadian_Aboriginal; Armenian: [ᕷ]

1577          ; Cans; Armn; A #      (ᕷ)  CANADIAN SYLLABICS NUNAVIK HO

# Total code points: 1

# Canadian_Aboriginal; Cherokee: [ᐧᐯᑭᑶᑷᒍᒘᒙᒪᒶᒷᔯᔰᕼᖯᗅᗯᗷ]

1427          ; Cans; Cher; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
142F          ; Cans; Cher; A #      (ᐯ)  CANADIAN SYLLABICS PE
146D          ; Cans; Cher; A #      (ᑭ)  CANADIAN SYLLABICS KI
1476..1477    ; Cans; Cher; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
148D          ; Cans; Cher; A #      (ᒍ)  CANADIAN SYLLABICS CO
1498..1499    ; Cans; Cher; A #  [2] (ᒘ..ᒙ)  CANADIAN SYLLABICS CWO..CANADIAN SYLLABICS WEST-CREE CWO
14AA          ; Cans; Cher; A #      (ᒪ)  CANADIAN SYLLABICS MA
14B6..14B7    ; Cans; Cher; A #  [2] (ᒶ..ᒷ)  CANADIAN SYLLABICS MWA..CANADIAN SYLLABICS WEST-CREE MWA
152F..1530    ; Cans; Cher; A #  [2] (ᔯ..ᔰ)  CANADIAN SYLLABICS YWE..CANADIAN SYLLABICS WEST-CREE YWE
157C          ; Cans; Cher; A #      (ᕼ)  CANADIAN SYLLABICS NUNAVUT H
15AF          ; Cans; Cher; A #      (ᖯ)  CANADIAN SYLLABICS AIVILIK B
15C5          ; Cans; Cher; A #      (ᗅ)  CANADIAN SYLLABICS CARRIER GHO
15EF          ; Cans; Cher; A #      (ᗯ)  CANADIAN SYLLABICS CARRIER GU
15F7          ; Cans; Cher; A #      (ᗷ)  CANADIAN SYLLABICS CARRIER KHE

# Total code points: 18

# Canadian_Aboriginal; Cyrillic: [ᐧᐯᑭᑯᑶᑷᑺᑻᒍᒘᒙᒪᒶᒷᔯᔰᕁᕼᕽᖯᗅᗷ]

1427          ; Cans; Cyrl; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
142F          ; Cans; Cyrl; A #      (ᐯ)  CANADIAN SYLLABICS PE
146D          ; Cans; Cyrl; A #      (ᑭ)  CANADIAN SYLLABICS KI
146F          ; Cans; Cyrl; A #      (ᑯ)  CANADIAN SYLLABICS KO
1476..1477    ; Cans; Cyrl; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
147A..147B    ; Cans; Cyrl; A #  [2] (ᑺ..ᑻ)  CANADIAN SYLLABICS KWO..CANADIAN SYLLABICS WEST-CREE KWO
148D          ; Cans; Cyrl; A #      (ᒍ)  CANADIAN SYLLABICS CO
1498..1499    ; Cans; Cyrl; A #  [2] (ᒘ..ᒙ)  CANADIAN SYLLABICS CWO..CANADIAN SYLLABICS WEST-CREE CWO
14AA          ; Cans; Cyrl; A #      (ᒪ)  CANADIAN SYLLABICS MA
14B6..14B7    ; Cans; Cyrl; A #  [2] (ᒶ..ᒷ)  CANADIAN SYLLABICS MWA..CANADIAN SYLLABICS WEST-CREE MWA
152F..1530    ; Cans; Cyrl; A #  [2] (ᔯ..ᔰ)  CANADIAN SYLLABICS YWE..CANADIAN SYLLABICS WEST-CREE YWE
1541          ; Cans; Cyrl; A #      (ᕁ)  CANADIAN SYLLABICS SAYISI YI
157C..157D    ; Cans; Cyrl; A #  [2] (ᕼ..ᕽ)  CANADIAN SYLLABICS NUNAVUT H..CANADIAN SYLLABICS HK
15AF          ; Cans; Cyrl; A #      (ᖯ)  CANADIAN SYLLABICS AIVILIK B
15C5          ; Cans; Cyrl; A #      (ᗅ)  CANADIAN SYLLABICS CARRIER GHO
15F7          ; Cans; Cyrl; A #      (ᗷ)  CANADIAN SYLLABICS CARRIER KHE

# Total code points: 22

# Canadian_Aboriginal; Greek: [ᐃᐎᐏᐧᑭᑶᑷᒪᒶᒷᔯᔰᕷᕼᗅᗷᘯᘵ]

1403          ; Cans; Grek; A #      (ᐃ)  CANADIAN SYLLABICS I
140E..140F    ; Cans; Grek; A #  [2] (ᐎ..ᐏ)  CANADIAN SYLLABICS WI..CANADIAN SYLLABICS WEST-CREE WI
1427          ; Cans; Grek; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
146D          ; Cans; Grek; A #      (ᑭ)  CANADIAN SYLLABICS KI
1476..1477    ; Cans; Grek; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
14AA          ; Cans; Grek; A #      (ᒪ)  CANADIAN SYLLABICS MA
14B6..14B7    ; Cans; Grek; A #  [2] (ᒶ..ᒷ)  CANADIAN SYLLABICS MWA..CANADIAN SYLLABICS WEST-CREE MWA
152F..1530    ; Cans; Grek; A #  [2] (ᔯ..ᔰ)  CANADIAN SYLLABICS YWE..CANADIAN SYLLABICS WEST-CREE YWE
1577          ; Cans; Grek; A #      (ᕷ)  CANADIAN SYLLABICS NUNAVIK HO
157C          ; Cans; Grek; A #      (ᕼ)  CANADIAN SYLLABICS NUNAVUT H
15C5          ; Cans; Grek; A #      (ᗅ)  CANADIAN SYLLABICS CARRIER GHO
15F7          ; Cans; Grek; A #      (ᗷ)  CANADIAN SYLLABICS CARRIER KHE
162F          ; Cans; Grek; A #      (ᘯ)  CANADIAN SYLLABICS CARRIER LHO
1635          ; Cans; Grek; A #      (ᘵ)  CANADIAN SYLLABICS CARRIER TLHO

# Total code points: 18

# Canadian_Aboriginal; Latin: [ᐧᐯᑭᑯᑶᑷᑺᑻᒍᒘᒙᒪᒶᒷᔯᔰᕁᕼᕽᖇᖯᖴᗅᗞᗪᗯᗰᗷ]

1427          ; Cans; Latn; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
142F          ; Cans; Latn; A #      (ᐯ)  CANADIAN SYLLABICS PE
146D          ; Cans; Latn; A #      (ᑭ)  CANADIAN SYLLABICS KI
146F          ; Cans; Latn; A #      (ᑯ)  CANADIAN SYLLABICS KO
1476..1477    ; Cans; Latn; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
147A..147B    ; Cans; Latn; A #  [2] (ᑺ..ᑻ)  CANADIAN SYLLABICS KWO..CANADIAN SYLLABICS WEST-CREE KWO
148D          ; Cans; Latn; A #      (ᒍ)  CANADIAN SYLLABICS CO
1498..1499    ; Cans; Latn; A #  [2] (ᒘ..ᒙ)  CANADIAN SYLLABICS CWO..CANADIAN SYLLABICS WEST-CREE CWO
14AA          ; Cans; Latn; A #      (ᒪ)  CANADIAN SYLLABICS MA
14B6..14B7    ; Cans; Latn; A #  [2] (ᒶ..ᒷ)  CANADIAN SYLLABICS MWA..CANADIAN SYLLABICS WEST-CREE MWA
